"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"logP.calculated.ALOGPS",-1.49211577169302,0.802393569389834,0.828125589238357,-0.832321407836969,0.599547369188582,-0.846384932532194,-1.09681090671692,0,0.891147155378996,0,0,1.04690045455514,1.59438780612294,0,-1.74645543895467,0,0,0,1.30788351362346,-1.57869803194221,0,0,2.2917514457387,0.626666405489519,0.815049686059518,0.518269555713552,1.53963222651871,1.13391204832623,0.608894317738211,0.623294625995199,-0.833264371214082,0
"logS.calculated.ALOGPS",0.401096235272832,-0.241964399662812,-0.140123844293155,0.38520985665665,0,-0.370600492386824,0,0,-0.363244854681707,0,0,-0.397375013633451,-0.479884252577136,0,0.471521949679685,0,-0.314440782289026,0,-0.56184707271987,0.535544019191176,0,0,-0.668095172904895,-0.177254864220856,0,0,-0.511519025263805,-0.282800925961199,-0.284937961612648,0,-0.149756227002236,0
"Molecular.Weight.calculated.ChemAxon",-0.217906538047853,0,0,-0.260595201243401,-0.189653624354934,2.98842304290524,0,-0.216907698775396,0.0660317432869066,-0.189828331797358,-0.181614963684743,0.547924664708739,0.231588017091284,-0.0925529375566129,-0.148430232724125,-0.254196604181161,0.26247121087609,0,0,-0.248891070481256,0,0.782170890223523,0,0.155012736068846,0,-0.126169833300947,0.34841047203296,-0.14419329182326,0.235512715875002,-0.155673375844795,0.305933132138842,0
"Monoisotopic.Weight.calculated.ChemAxon",-0.217839207590057,0,0,-0.260519064668297,-0.189832999509074,2.98931164970372,0,-0.21702750528852,0.0652286016794277,-0.189610492405274,-0.181496875378387,0.548437120126603,0.231919689041731,-0.0923931312409108,-0.14825059455112,-0.254266071589608,0.262285556658768,0,0,-0.248811340655603,0,0.782720060992771,0,0.1549778720637,0,-0.126034403470916,0.348005091885227,-0.144241897901361,0.235593448062924,-0.156984895968511,0.30584826953024,0
"Polar.Surface.Area..PSA..calculated.ChemAxon",0,-0.29400802917539,-0.237571765406614,0,-0.517113209957756,4.43996416289933,-0.15784651801911,-0.261960129098718,0,-0.318879370738779,-0.469784267291986,0.218796458858459,-0.132769100584049,-0.500854258621557,0.426854257586073,-0.429941435540672,0,0,-0.463985193748681,0,0,0.856968181172443,-0.511424229438354,-0.148683668438756,-0.252009116381332,-0.423995660761714,-0.13230051418214,-0.687887228795888,-0.103590500102593,-0.553250990084567,0.583178938888882,0
"Refractivity.calculated.ChemAxon",-0.255128423597621,0,0.147999747650577,-0.284082306034852,0,2.85821915789312,0,-0.183340505622796,0,-0.12266676201636,-0.125621930898932,0.565312876701184,0.329799003970809,0,-0.234073889222104,-0.319160532079478,0.2751112223351,0,0.139596144334275,-0.457451519480946,0,0.802029023853807,0.176361466399149,0.241345595660055,0,0,0.4082312297476,0,0.230876754654919,-0.167317971403219,0.251643278381228,0
"Polarizability.calculated.ChemAxon",-0.249977191959925,0,0.159458389895169,-0.262253390961229,0,3.04017275135349,0,-0.211585176001208,0,-0.0801424813295126,0,0.634735593444279,0.39892141192227,0,-0.209867704522087,-0.342494668743111,0.248914032862752,0,0.158094596436989,-0.45906804538846,0,0.862368822909697,0.171482525154444,0.204177899379435,0,0,0.375875441247547,0,0.278199523811281,-0.208581675153663,0.243019983013949,0
"Rotatable.Bond.Count.calculated.ChemAxon",0,0,0,0,0,4.22153497228523,-0.449329645107396,-0.445396285429592,0,0.270243801832099,-0.230429628255678,1.02870589535984,1.22515776058644,-0.564304774150907,-0.386395890262527,-0.579622184434664,0.295326857531466,0,-0.557497036247015,0,0,0,0,0,0,-0.309695376545343,0.220376594771391,0,-0.468996443496418,-0.653693332715055,0,0
"H.Bond.Acceptor.Count.calculated.ChemAxon",0,-0.298987311368433,0,0,-0.461182404032207,3.30572989634977,0.325662339285839,-0.268747548329424,-0.111839127525617,-0.207621182400305,-0.347394837181866,0.295234605691809,-0.147788496173389,-0.25986593960468,0.500991874481708,-0.470804146817347,0.268320639859252,0,-0.458776968335923,0,0,1.09753992716034,-0.470804146817347,0,-0.230260577188868,-0.364964976180816,0,-0.527659899638623,0,-0.48126256288815,0.566969539294091,0
"H.Bond.Donor.Count.calculated.ChemAxon",0,-0.475801219718041,-0.421365192534914,0,-0.578019981873023,5.69663941810203,-0.306892723849409,-0.388434756337714,0,0,-0.521383722351254,0,0,-0.6048347656336,0.467756584789486,-0.816530426901314,0,0,-0.655994550439964,0,-0.633060853802628,0.834695730986858,-0.510747805070171,-0.445116413067389,0,-0.412897366084205,-0.304746880889191,-0.766493270601673,-0.243188010967921,-0.856415116705376,0.205657194648507,-0.522979109943417
"pKa..strongest.acidic..calculated.ChemAxon",0,0.345807898895206,0.640931216829196,0,0.647174868885606,0,-0.306211768347226,0,0,0.517686530557961,0,0,0,0,0.313508209278158,0,-0.425362996578121,0,0.835644018582271,-0.85483785236635,0.809487720929079,0,0,0.475974297855876,0,0.701418740836151,0.435969015773656,0.473457682466531,0.624454605827234,0.592805367792613,-0.607920752280611,0
"pKa..strongest.basic..calculated.ChemAxon",0,0,2.07021256684823,0,0,0,2.17039893012482,-1.68374020422332,0,2.65831913277613,2.4383981946187,0,-1.67982441558952,2.15923818877897,0,0,0,0,-1.33763479600254,0,0,0,-1.6827249997627,0,0,1.85983096554875,1.04416761325937,1.98270696258517,-2.20396904000904,0,0,0
"Physiological.Charge.calculated.ChemAxon",0,1.45728134622528,5.53060287644738,0,4.58508575440619,0,0,-2.07293064663388,0,0,5.00817040865288,0,0,5.72758561020596,0,2.28038776943078,-3.88875330146299,0,1,-5.40193884715391,6.76174496243852,4.07293064663388,-2.41436738514875,2.24915879944467,0,4.58508575440619,3.42599787892148,5.4231577489427,0,0,-3.38990092376268,0
"Number.of.Rings.calculated.ChemAxon",-0.245762552335516,0,0.38580770603848,-0.47013234769117,0,1.76374150465629,0.592279056180576,0,0,-0.373792774544109,0,0,0,0.7322596325481,0,0,0.339995881045472,0,0.663362942617209,-0.795278407062497,0,0.842494336437524,0,0.507949294320142,0,0.289746035506267,0.573123819414494,0,0.816904137320336,0,0.433051150562519,0
"",8.33525824513122e-10,1.01422990566877e-07,0.000218047803398571,0.00785636065353688,0.0394927427181662,0.0163341190952716,5.41270142313895e-06,0.0782281901356954,0.0171907989671888,0.780067988443278,0.416016447711861,7.19289554393409e-05,4.79462805761392e-05,0.0980388244934673,2.30560200981949e-07,0.147258139697862,0.169336193409117,0.356761379017124,1.6664392242742e-05,0.000889542681912808,0.22934007108533,0.451108206310211,7.18327140996228e-07,0.00119629626904434,0.00899119942349602,0.00221520113246311,1.36936888118709e-09,0.000895532671423845,0.00014702621788465,0.00488741184138026,0.000358174606836814,0.0766465045278454
