"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"inhibitor",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Not Available",1,0.93880067166706,0.723995022209874,0.079886073244098,0.630612644196759,0.344480686671152,0.344480686671152,1,1,1,1,0.351388302193203,0.312762010219756,0.483066300657344,1,0.344480686671152,0.281920851397461,0.312762010219756,0.552177411544565,1,0.0472103003941158,1,0.457827223112585,0.336732133889062,0.507172017207001,1,1,1,1,1,0.507172017207001,0.403742195588954
"Non-inhibitor",0.00748725713925963,0.977979783195806,0.214912863782739,0.0679825661126107,0.92101818485729,0.176240451331993,0.176240451331993,0.851447299750198,0.815091834233714,0.350987688516131,0.109508081475139,0.0137323795138776,0.525343637070867,0.321889767829364,0.00350531739843493,0.889796929402258,0.229976469579944,0.987044472255137,0.560101440473006,0.0501218590321905,0.525343637070867,0.622462973788763,0.623859769861359,0.701234211559955,0.692491237904761,0.979681193646675,0.996644923948069,0.994846791366528,0.0023894378113899,0.999980098445117,0.107228829001836,0.999944204049645
"inhibitor",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Not Available",1,0.93880067166706,0.723995022209874,0.079886073244098,0.630612644196759,0.344480686671152,0.344480686671152,1,1,1,1,0.351388302193203,0.312762010219756,0.483066300657344,1,0.344480686671152,0.281920851397461,0.312762010219756,0.552177411544565,1,0.0472103003941158,1,0.457827223112585,0.336732133889062,0.507172017207001,1,1,1,1,1,0.507172017207001,0.403742195588954
"Non-inhibitor",0.0446846086441716,0.999464842703005,0.38683170492459,0.214871669058164,0.451611320929693,0.350808274795831,0.350808274795831,0.896070551470004,0.396164101206091,0.0694584495918503,0.361975789240447,0.0979856061572008,0.419250486925754,0.341980317185186,0.0190370765331934,0.65879822938048,0.8684596750318,0.729972059732882,0.998693483532592,0.122667567696092,0.729972059732882,0.0722246416614104,0.845277617692753,0.985767246208435,0.29328665750952,0.125533990972509,0.99598140891613,0.0226317506366598,0.0145577644077362,0.999926200583467,0.106702169372278,0.999438240768521
"inhibitor",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Not Available",1,0.93880067166706,0.723995022209874,0.079886073244098,0.630612644196759,0.344480686671152,0.344480686671152,1,1,1,1,0.351388302193203,0.312762010219756,0.483066300657344,1,0.344480686671152,0.281920851397461,0.312762010219756,0.552177411544565,1,0.0472103003941158,1,0.457827223112585,0.336732133889062,0.507172017207001,1,1,1,1,1,0.507172017207001,0.403742195588954
"Low CYP Inhibitory Promiscuity",0.000652759226318447,0.998910559833903,0.801940700685449,0.121808111146013,0.988009138277327,0.168012952650356,0.421382747496733,0.462091712226477,0.922689567544889,0.00143239244001716,0.72151880266418,0.198603390526717,0.224317351505107,0.30723481541801,0.00313273967539093,0.421382747496733,0.970961579388602,0.778453204878444,0.870231414676969,0.0472309357522626,0.51252549314286,0.124736176903908,0.80375690741056,0.996465239910517,0.676779682801852,0.190156728773729,0.999978665904115,0.0475030456271413,0.00211920625099975,0.928350499279265,0.0998153256710955,0.999218532500304
"High CYP Inhibitory Promiscuity",1,0.000370817865801644,0.280540766273979,0.996224572908973,0.0305888161585766,1,0.941095898350038,0.60444265476344,0.104478258736184,1,0.25478196015396,0.959314548011408,1,0.924889860128612,1,0.941095898350038,0.132476734134643,0.67814718809347,0.290636975968836,1,1,0.957133145203367,0.476980628310761,0.0317396993047265,0.60444265476344,0.829793983632153,1.97340231010678e-05,0.960974423568423,1,0.0591906661627506,0.991334423672474,0.0107047374148775
"Not Available",1,0.93880067166706,0.723995022209874,0.079886073244098,0.630612644196759,0.344480686671152,0.344480686671152,1,1,1,1,0.351388302193203,0.312762010219756,0.483066300657344,1,0.344480686671152,0.281920851397461,0.312762010219756,0.552177411544565,1,0.0472103003941158,1,0.457827223112585,0.336732133889062,0.507172017207001,1,1,1,1,1,0.507172017207001,0.403742195588954
"Non AMES toxic",0.970971476998212,0.337231813256727,0.0390681585134182,0.920648891734635,0.870344312503482,0.814399910606608,1,0.0585572140771248,0.613878619156318,0.0398659471512936,0.0740934881220935,0.131951029800997,0.592776366917395,0.280314894251406,0.51537545215309,0.814399910606608,0.921673717036186,0.968005976878692,0.183668113661317,0.222348443893996,0.85954544728404,0.997508009206396,0.320820865389821,0.876984334520176,0.757781652489201,0.961484187577042,0.913648275653455,0.0866085284228221,0.212041953396924,0.648232369498104,0.244151731497301,0.415723997427993
"AMES toxic",0.0207505129094825,0.570037757374658,1,0.487912776031527,0.25204841395343,0.696052704616329,3.01456468320067e-07,1,0.489746285803685,1,0.95417728070237,1,1,1,0.569985530685178,0.696052704616329,0.31075064196372,0.257368356039861,1,1,1,0.00380248337631245,1,0.486874906449324,0.569985530685178,0.0267880614718827,0.0717145257744492,0.947460295745087,0.881257607870496,0.31075064196372,1,1
"Not Available",1,0.93880067166706,0.723995022209874,0.079886073244098,0.630612644196759,0.344480686671152,0.344480686671152,1,1,1,1,0.351388302193203,0.312762010219756,0.483066300657344,1,0.344480686671152,0.281920851397461,0.312762010219756,0.552177411544565,1,0.0472103003941158,1,0.457827223112585,0.336732133889062,0.507172017207001,1,1,1,1,1,0.507172017207001,0.403742195588954
"Non-carcinogens",0.169981826957561,0.10158061369362,0.294855498944945,0.997201128113685,0.970584022014356,0.963384183504927,0.817391582216078,0.248095249760879,0.2994197673175,0.205428097909683,0.116140253353848,0.572037605767277,0.849834382502489,0.648398668535827,0.248095249760879,0.817391582216078,0.866487794664609,0.973996314439734,0.819633933896346,0.997160853980265,0.973996314439734,0.396480723876915,0.682043137273322,0.808494620582593,0.863572187939874,0.462563786947232,0.169981826957561,0.408885300439599,0.225775261893118,0.957527744747365,0.863572187939874,0.750117047060441
"Carcinogens",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Not Available",1,0.93880067166706,0.723995022209874,0.079886073244098,0.630612644196759,0.344480686671152,0.344480686671152,1,1,1,1,0.351388302193203,0.312762010219756,0.483066300657344,1,0.344480686671152,0.281920851397461,0.312762010219756,0.552177411544565,1,0.0472103003941158,1,0.457827223112585,0.336732133889062,0.507172017207001,1,1,1,1,1,0.507172017207001,0.403742195588954
"Ready biodegradable",0.835987959941133,0.99637475630944,1,5.56779336182503e-09,0.575738987303806,1,1,0.0369945775850585,1,1,0.338691038166011,1,0.529367522878445,1,0.394207347626394,0.0385048150330065,1,1,1,0.0273807125318434,0.15498071180989,1,0.101537729258135,0.587655951104515,0.0369945775850585,1,1,0.312863906787821,1,0.88879731749114,1,1
"Not ready biodegradable",0.241119166350545,0.00889566474876881,0.0946564757846942,0.99999999986423,0.680519130875,0.646033986458965,0.646033986458965,0.958511284157381,0.145084741153328,0.0793559479649428,0.613501314285803,0.260044680627841,0.917459863240507,0.408488590178251,0.663248789580594,0.996588778983707,0.36972571657936,0.699819572380821,0.299664698666004,0.98528464816325,0.998302200387595,0.227445822049997,0.977778704284908,0.855606462682256,0.99023225654003,0.0503218189176022,0.0585897039730297,0.64703953921058,0.0923152862414758,0.152840374677787,0.369294713347121,0.543451166579151
"Not Available",1,0.93880067166706,0.723995022209874,0.079886073244098,0.630612644196759,0.344480686671152,0.344480686671152,1,1,1,1,0.351388302193203,0.312762010219756,0.483066300657344,1,0.344480686671152,0.281920851397461,0.312762010219756,0.552177411544565,1,0.0472103003941158,1,0.457827223112585,0.336732133889062,0.507172017207001,1,1,1,1,1,0.507172017207001,0.403742195588954
"Weak inhibitor",0.114282453734388,0.249133389179616,0.852167109487025,0.644571435232297,0.999300770142059,0.753671140669761,0.753671140669761,0.181558197324728,0.228550499398701,0.444374066797128,0.973196565820548,0.679970179494455,0.79502104823428,0.551279566653074,0.181558197324728,0.753671140669761,0.550156309985233,0.79502104823428,0.733564124397449,0.40486466234326,0.956593444681515,0.71201146282169,0.589907370069621,0.99549265623255,0.935622874913393,0.352603180424392,0.86751971825842,0.299997270837361,0.16176898204539,0.276172600442326,0.514063035448505,0.67056615724385
"Strong inhibitor",1,0.674696817741737,0.208715136248329,1,0.000779817015441848,1,1,1,1,0.649666235023688,0.00831244529544867,0.813787203727044,1,1,1,1,1,1,0.649666235023688,1,1,0.458367355743094,1,0.0409868164529558,0.219872949031433,0.709825285373444,0.0951879502055779,0.744220651631397,1,0.759898895401802,1,1
"Not Available",1,0.93880067166706,0.723995022209874,0.079886073244098,0.630612644196759,0.344480686671152,0.344480686671152,1,1,1,1,0.351388302193203,0.312762010219756,0.483066300657344,1,0.344480686671152,0.281920851397461,0.312762010219756,0.552177411544565,1,0.0472103003941158,1,0.457827223112585,0.336732133889062,0.507172017207001,1,1,1,1,1,0.507172017207001,0.403742195588954
"Non-inhibitor",0.00114953358488292,0.241953595030509,0.999769447313131,0.0171890180673001,0.99963063034768,0.977575562669491,0.202723272860431,0.0048863005989041,0.210373929670051,0.210521912908858,0.998574896683145,0.430509421666701,0.564073365920178,0.7951509287831,0.0048863005989041,0.475113219001017,0.141763980480804,0.263254372002784,0.403620432777726,0.0597446421276335,0.816091215545889,0.394422361668275,0.210373929670051,0.980463232801463,0.531941822945272,0.986356868826322,0.999582287227962,0.999999666169339,0.255956858760356,0.0160739868659221,0.132116913690556,0.323316138761421
"Inhibitor",1,0.694658767800429,0.000448709301720003,0.999982074242779,0.001273844686934,0.160207720179436,1,1,0.872604776050727,0.835348525237486,0.000902176473871454,0.841744302707762,0.899210476771038,0.471892704573929,1,0.924537074915752,0.988921005773251,1,0.835348525237486,1,0.899210476771038,0.753582537438936,0.97642237646312,0.116509965095031,0.761616830143828,0.0116995313374575,0.000353481945013043,1.92459667447292e-07,0.801307929235296,0.988921005773251,0.986866964599146,0.957770089633943
"Not Available",1,0.93880067166706,0.723995022209874,0.079886073244098,0.630612644196759,0.344480686671152,0.344480686671152,1,1,1,1,0.351388302193203,0.312762010219756,0.483066300657344,1,0.344480686671152,0.281920851397461,0.312762010219756,0.552177411544565,1,0.0472103003941158,1,0.457827223112585,0.336732133889062,0.507172017207001,1,1,1,1,1,0.507172017207001,0.403742195588954
