"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"",0.000175711536307027,0.495331830541212,0.113756885512579,0.000769784519376181,0.30995707413945,0.0128949172681197,0.00379200099566354,2.06505591556554e-06,0.170941798013939,0.0390150569528718,0.468968355850019,8.40255396281741e-07,1.65278049747811e-05,0.000401464278392189,0.000277705077151063,0.00199988938224773,0.00303739824963332,0.117980270148569,2.02978475491924e-06,8.44093779638653e-05,0.171700020052078,0.0068237975718407,0.100967770201384,0.000303965447214109,0.726803183864681,0.7656172562891,9.2430585285181e-06,0.629653116694761,2.62548020236319e-13,1.05952625382232e-05,0.00443587726312252,0.293953749981637
"",0.0223293205415417,1.6999093928402e-05,0.000635047979372352,3.7736211417376e-05,0.649660942620838,0.00867151875482114,0.00182995693305915,0.00853623660332674,0.00182152897051683,0.0261926074208962,0.182218958733516,0.653461353806646,0.0422272805393085,0.48190518376525,0.213606590652596,0.307759784717254,0.00351036113647531,0.941063947122172,0.0161989646459312,9.07162263686089e-05,0.766346655086147,0.558936208117865,0.904807797375062,0.00508568343896488,0.205085386111927,0.00370999994965418,4.30061108334173e-07,0.199675274957035,4.92900046733996e-14,0.353188302747714,0.0159199514156777,0.412470022021456
"",0.000337257754851349,0.636080274824404,0.114760405022142,0.00142412982949513,0.270336304605957,0.018885418388842,0.323070344956483,5.44725673749707e-07,0.212113523183384,0.706480290487608,0.198307193405157,4.81396096713382e-07,2.87907425805303e-05,0.217848550844088,0.000172730403990396,0.00793286645738656,0.029171820310688,0.275245347318497,0.000320281850381039,0.000301423936285218,0.165551371809495,0.0184810113031454,0.033735178969544,0.00262743759206662,0.886009646653664,0.478110325063129,9.26298847921219e-07,0.621653979120848,1.53341326859494e-10,5.48203024318353e-07,0.0169372055194533,0.747511270643432
"",0.000291637224206756,0.758818146004637,0.0784487062665265,0.000928197494400913,0.303881857278075,0.016709628493313,0.0511458396558295,1.39650445091033e-06,0.280213988076146,0.406229912909902,0.25217509565403,5.32604201448892e-07,2.74886333683239e-05,0.0376850535370688,0.000192493302091238,0.00685822189849395,0.0279470488576619,0.23290485719961,0.000123469017786499,0.00014559687407931,0.170202724767356,0.0139523282824426,0.0335584015958926,0.00111175517103941,0.912508349541555,0.672914189599644,8.30770694016112e-07,0.4869217810435,8.41263594484727e-11,4.30332356496913e-06,0.00735304599407906,0.707090134057141
"",0.362740127678937,0.0223836285813687,1.43375657702602e-05,0.272753923239112,4.71273538208247e-08,0.103386542651936,0.868983369242873,0.793828138448686,0.260073321724555,4.03060111062271e-08,2.88580056159973e-09,0.000225133584974358,0.558536804018114,0.0011084690570034,0.0390456620993632,0.413237692910122,0.566160972709014,0.536179748199082,0.393461496440461,0.125868768159507,0.795517399122826,0.0465052350200537,0.369310675880971,0.628744293775496,0.0193531155293781,0.00480455104119257,0.0415491583742868,1.16500364472723e-08,1.79277652486719e-09,0.00435150986909986,8.73217424593594e-08,0.00338394939113349
"",0.00233901885424575,0.0681677799437964,0.214601215153309,0.0125769460425193,0.164646329189962,0.0241175431429429,0.0785234602344222,1.5523250925167e-08,0.0141699275321087,0.294525167558693,0.104646477302942,7.55684876452647e-07,2.50017184076774e-05,0.528006689259894,0.0133147883238254,0.00418476783105452,0.145620175363696,0.406743046075727,0.011000239832025,0.00728105140617902,0.136104531147332,0.0243702508515441,0.259513918144429,0.0303196764619419,0.499060162370481,0.258947071936165,0.00625695063341905,0.845260467817696,6.2278182437284e-10,1.84483286752375e-08,0.00735966656430074,0.416665548681224
"",0.34451546289407,5.5817831302977e-05,0.674623927622091,0.115327071410139,8.25026496411314e-08,0.0244283719142481,0.228631825854602,0.000430678205913532,0.286240571237136,3.5064298936936e-08,3.24607887008674e-06,0.0309478908982302,0.00558282262950177,0.000601678428258051,7.47287611441446e-06,0.35355784081896,0.0386999488343699,0.709953652909714,1.89660201342616e-07,0.577436154755372,0.744850356707812,0.000929490511980341,9.11802578992614e-06,0.896170425032695,0.000542746001575347,1.55580159593769e-05,0.742016004185508,5.20775179213703e-11,0.00163685773403477,3.78506035101449e-06,1.11593169015611e-07,0.336909035744318
"",0.876831143293685,1.45816914572173e-12,3.26395833542446e-06,0.788461842268994,7.94691672644062e-09,0.0129330079357559,0.00214409602316748,0.0143415952806728,0.0974767742244242,0.310314429670163,1.49345762445547e-07,0.506598766279638,0.171584950007141,2.27940008871826e-05,0.00144181635778433,0.00375402861149414,0.907108505495468,0.496762401467322,2.25776938548902e-08,0.0200598564493774,0.006714468608457,0.0019931092037994,0.000115525725751531,7.58291117957873e-08,0.0241041184521528,2.06662031625765e-05,5.63449433948921e-05,2.47394451295002e-15,0.00429062857082066,2.25038342929235e-14,0.0287754805166187,8.50783390988997e-07
"",7.35239576760306e-06,8.9101836608736e-12,0.0120883925660973,0.00331330018597604,0.14909828071597,0.353144129594629,0.502433799506609,0.117370577723472,4.58571417344493e-06,0.691586018170633,0.0398220072399273,0.0414751677476678,0.00419583387869942,0.256116846599424,2.25264306270666e-08,0.0593132046395861,0.00155526187517073,0.528857016577296,1.68071505814349e-09,0.000114549510298838,0.111404397746575,0.783122201247975,1.26306087840468e-05,0.00069432525591176,0.0104210424989191,0.00414496677377076,2.72119507116909e-07,0.000420113223660072,0.0507616763308409,0.0150973508175937,4.04357926437312e-05,0.185398026065824
"",5.31481964275814e-05,0.448879686706642,0.0051304293686426,0.000140685152132906,0.251941291772376,0.0117637366162333,0.000453800924164332,0.000506275037627309,0.205022301430286,0.00205509401917627,0.0725606395083849,1.40237525749547e-06,0.00021463273145498,0.40052874889123,1.56426687460634e-05,0.0164900727269503,0.00216233209760635,0.189847530171647,0.0145577490253525,1.95452864181696e-05,0.220660585296843,0.0189301188275999,0.0177073841824585,0.000388160912568523,0.922184286464421,0.947586049438422,2.03312190280659e-07,0.606485386850405,4.99560528747511e-07,0.0203432375862003,2.83522767237395e-05,0.90067535275835
"",0.000759117389391195,0.680031701624027,0.172984937634129,0.000483900464520456,0.00949509886938079,0.0154410653568388,0.14952235625691,0.000242981486812041,0.0417952153566066,3.92110788350847e-05,0.00273769679808089,5.38552652393705e-05,0.00589328692952,0.0948715134907413,0.00139959631569856,0.0179333412839278,0.000381012321347455,0.154929444247047,0.600297903836462,0.00721436722849607,0.292133611704992,0.00867131855155322,0.646132262009727,0.00476995695205381,0.343032755877544,0.0282344021833457,2.56694832018695e-06,0.00177620598946315,6.08755451107502e-06,0.00022017087758898,3.28266984102688e-06,0.935739443870203
"",0.976968467719874,0.315524950605672,0.894634788566024,0.662129067684248,0.814832671541661,NA,0.000912544029299384,0.595656214586699,0.915409902543966,0.464869952926507,0.283113168358162,0.208483465075604,0.351330633615875,NA,0.957967687233818,0.942682380530282,0.00115711001378166,NA,0.901596171594333,NA,NA,NA,0.741728895869526,0.117624045926329,0.696968240568675,0.714321789777234,0.00270813889655619,NA,0.00368941503878223,0.0622398720724013,NA,0.235209911208752
"",0.000373979149328916,0.0750998182900486,0.178896384706898,0.0155948189061326,0.430195152873042,0.0211078552430962,0.701162739974728,6.21008009426915e-10,0.00101550627320144,0.392196626271793,0.960875594353066,3.72481938409497e-07,4.08441581960279e-06,0.00283287595763329,0.000861916065006522,0.000706574641021346,0.553094901683897,0.280066382366065,5.85963169864241e-05,0.00220430851801824,0.11424308946481,0.0188191457751083,0.0831510979407858,0.0156959472892353,0.649448727690167,0.361692839624205,0.0357664275522458,0.44453932460442,2.68273399923891e-13,3.16444659687758e-09,0.0184337144583796,0.535069040343641
"",0.772252768500605,0.268118032776645,0.997224752657184,NA,NA,NA,NA,NA,0.462839283991174,NA,0.0525302560988006,0.597292518970531,0.504954731514067,NA,NA,0.524452560634112,0.885908941572225,0.239911792436969,0.0237793478220613,NA,NA,NA,0.614668657745644,0.337982990664278,0.664891776060679,NA,0.0879765683472149,0.857077299633804,NA,NA,NA,NA
"",0.241054578096456,5.15393943290268e-07,1.30146453670073e-05,0.505655562003565,4.49802697372049e-10,0.0244232218505004,0.00437934627065939,0.00187640347808268,0.946131679290909,3.00771170487702e-08,2.41701545854386e-08,0.146866758777068,0.000956202614756857,6.22179033009136e-05,0.000399030299918991,0.0654668816168783,0.0789192373782138,0.974279905872344,1.46699878149656e-07,0.10873508181712,0.835821225879421,0.000425817369608176,5.24576119487734e-07,0.00128724709535408,0.000423597048688378,2.68832487665203e-07,0.00793965040147732,1.05564901098291e-14,0.00023628256771774,4.02832105641912e-09,2.31509378562697e-07,0.146580240954457
