137,L
247,A
247,A
311,A
444,N
444,A
700,0
727,P
750,B
1003,0
1125,A
1727,N
1775,N
1775,N
1978,C
1978,C
1983,N
1983,N
1983,N
1990,G
2022,S
2022,J
2022,D
2022,D
2082,P
2083,R
2083,R
2083,R
2083,R
2088,M
2088,M
2088,M
2088,M
2092,G
2092,G
2094,M
2094,M
2099,A
2118,N
2130,N
2153,R
2153,R
2153,R
2153,R
2159,N
2160,N
2160,N
2161,R
2161,A
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2162,C
2170,N
2179,L
2182,L
2187,L
2216,S
2249,0
2265,L
2266,D
2267,S
2267,R
2267,R
2284,M
2351,C
2366,N
2369,S
2369,S
2369,C
2370,N
2375,L
2405,C
2405,C
2405,C
2405,C
2405,C
2435,S
2435,D
2441,N
2471,C
2471,C
2471,C
2474,N
2474,N
2477,N
2478,L
2519,V
2519,N
2520,C
2520,C
2520,C
2541,C
2541,C
2541,C
2554,N
2576,M
2576,M
2576,M
2578,L
2585,C
2662,M
2662,L
2678,R
2708,L
2732,C
2732,C
2732,C
2749,G
2749,D
2754,B
2756,A
2756,A
2764,S
2764,S
2764,S
2764,J
2764,J
2764,J
2764,J
2767,L
2771,N
2789,N
2801,N
2802,N
2803,S
2803,N
2803,C
2803,C
2803,C
2818,N
2895,M
2907,L
2955,J
2955,D
2972,V
2973,V
3009,P
3009,D
3016,N
3042,A
3059,N
3108,B
3114,C
3121,N
3151,A
3152,N
3152,N
3152,N
3157,C
3219,S
3241,S
3241,R
3261,N
3305,M
3305,M
3308,M
3324,S
3324,J
3331,N
3333,C
3333,C
3339,C
3339,C
3339,C
3339,C
3342,M
3345,N
3345,N
3345,N
3348,R
3365,J
3365,J
3365,D
3373,V
3380,N
3385,L
3385,L
3386,N
3386,N
3397,L
3406,V
3410,R
3410,R
3410,R
3410,R
3410,R
3410,R
3440,C
3440,C
3440,C
3446,N
3454,S
3454,J
3463,C
3476,A
3476,A
3476,A
3478,A
3494,R
3494,R
3494,A
3494,A
3510,A
3517,0
3519,C
3559,N
3637,C
3637,C
3639,C
3639,C
3639,C
3639,C
3639,C
3639,C
3639,C
3639,C
3657,L
3672,R
3672,M
3672,M
3672,M
3672,G
3672,C
3676,S
3676,S
3676,R
3676,N
3676,N
3676,D
3676,C
3676,C
3690,L
3696,N
3702,C
3702,C
3715,S
3715,S
3715,M
3715,M
3715,M
3715,C
3749,C
3749,C
3749,C
3759,N
3763,N
3784,C
3825,M
3825,M
3825,M
3826,S
3826,M
3869,C
3869,C
3869,C
3878,N
3883,A
3883,A
3883,A
3883,A
3883,A
3883,A
3883,A
3899,L
3902,L
3948,S
3948,J
3957,R
3958,N
3958,N
3958,N
3961,C
3961,C
3961,C
3964,N
3998,D
4011,N
4054,N
4054,N
4054,N
4075,A
4086,R
4086,R
4086,R
4091,A
4091,A
4091,A
4091,A
4091,A
4091,A
4091,A
4091,A
4091,A
4091,A
4091,A
4091,A
4091,A
4091,A
4091,A
4114,D
