cid,MF,MW,Ncharges,C,H,N,O,Cl,P,S,F,Br,Pt,I,Gd,B,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_atoms,Number_of_halogen_atoms,Number_of_B_atoms,Number_of_Br_atoms,Number_of_Cl_atoms,Number_of_I_atoms,Number_of_F_atoms,Number_of_N_atoms,Number_of_O_atoms,Number_of_P_atoms,Number_of_S_atoms,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,abonds,atoms,bonds,dbonds,HBA1,HBA2,HBD,logP,MR,MW,nF,sbonds,tbonds,TPSA
60877,C8H10FN3O3S,247.2467032,0,8,10,3,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,247.2509968,2.4999,16,7,2,1,0,1,0,0.117647059,17,2,0,66.9856,26,1,0,0,0,0,1,3,3,0,1,27,0,0,0,0,115.67,9.711494947,0.974052475,8.970196884,12.4567474,5.104166667,136,147,6,26,27,1,16,7,2,0.1262,56.2662,247.2467032,1,20,0,115.67
60953,C15H22FN3O6,359.3500832,0,15,22,3,6,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1,0,0,2,1,359.3539922,4.976,30,9,3,3,0,2,0,0.307692308,26,2,0,109.09,47,1,0,0,0,0,1,3,6,0,0,48,0,0,0,0,122.91,13.96598741,0.974794349,13.32711159,21.30177515,9.796296296,246,261,6,47,48,2,30,9,3,0.8332,85.2543,359.3500832,1,40,0,122.91
60961,C10H13N5O4,267.24132,0,10,13,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,3,1,267.2449952,0.984,21,9,4,3,0,3,0,0.095238095,21,3,0,77.2402,32,0,0,0,0,0,0,5,4,0,0,34,0,0,0,0,139.54,9.391897068,0.97219678,8.660489795,13.95918367,5.413111342,171,197,10,32,34,0,21,9,4,-1.3988,62.6738,267.24132,0,24,0,139.54
62959,C20H15F3N4O3,416.3533096,0,20,15,4,3,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,6,2,415.3509901,6.5483,18,6,1,1,1,0,0,0.088235294,34,3,0,112.0057,44,3,0,0,0,0,3,4,3,0,0,48,0,0,0,0,105.9,14.00140884,0.982952375,13.24423928,21.82525952,8.093983624,255,311,17,45,49,2,21,7,2,2.6598,104.2157,416.3533096,3,30,0,101.45
64147,C14H22N6O5,354.36168,0,14,22,6,5,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,2,2,354.3669937,4.9151,30,9,4,2,0,1,0,0.346153846,26,2,0,112.8885,47,0,0,0,0,0,0,6,5,0,0,48,0,0,0,0,172.99,9.927430061,0.972610096,9.206998776,21.30177515,9.796296296,240,247,10,47,48,2,31,10,4,-0.1552,88.5103,354.36168,0,36,0,171.37
65016,C25H35N3O6S,505.6269,0,25,35,3,6,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,3,2,505.6369914,12.2698,44,9,3,2,0,1,0,0.351351351,37,1,0,170.666,70,0,0,0,0,0,0,3,6,0,1,72,0,0,0,2,139.57,13.011948,0.979142537,12.28912545,29.55441928,14.23529412,367,391,12,70,72,3,44,9,3,4.4557,133.6159,505.6269,0,57,0,139.57
65028,C16H28N2O4,312.40452,0,16,28,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,312.4099936,8.687,33,5,2,1,0,0,0,0.409090909,22,0,0,115.0879,50,0,0,0,0,0,0,2,4,0,0,50,0,0,0,0,92.27,10.80933445,1.014410244,9.655782036,20.04545455,9.988109394,256,251,0,50,50,3,34,6,2,2.3766,84.5171,312.40452,0,47,0,90.65
65856,C19H23NO3,313.39082,0,19,23,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,2,313.396993,8.7021,26,3,1,0,0,0,1,0.24,25,1,0,112.6803,46,0,0,0,0,0,0,1,3,0,0,48,0,0,0,0,44.3,11.29480446,1.050081047,9.756126392,17.8112,9.474609375,241,252,12,46,48,0,27,4,1,3.5226,93.6357,313.39082,0,36,0,39.72
65863,C20H15Cl3N2OS,437.7699,0,20,15,2,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,4,437.7789921,9.4894,17,4,0,0,0,0,0,0.2,30,2,0,129.43,42,3,0,0,3,0,0,2,1,0,1,45,0,0,0,0,55.29,10.34345515,1.078731331,8.588536882,20.28,9.212018141,225,254,21,42,45,0,17,4,0,7.0161,113.575,437.7699,0,24,0,55.29
65866,C36H41N3O6,611.72724,2,36,41,3,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,4,3,611.7389866,14.1591,47,5,2,2,0,0,1,0.291666667,48,1,0,216.2797,86,0,0,0,0,0,0,3,6,0,0,89,2,0,0,0,112.21,12.50934588,1.009212521,11.39515525,37.8125,17.59429066,447,465,18,86,89,5,48,6,1,7.3304,180.0817,611.72724,0,66,0,113.69
65981,C27H36N2O4,452.58574,0,27,36,2,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3,2,451.5869902,12.6965,40,6,1,2,1,0,0,0.314285714,35,1,0,164.2696,68,0,0,0,0,0,0,2,4,0,0,70,0,0,0,0,81.7,12.23137817,0.979660838,11.4853191,27.58530612,13.92123133,362,377,12,69,71,2,42,6,2,5.6758,135.446,452.58574,0,57,0,78.87
65999,C33H30N4O2,514.6169,0,33,30,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,6,5,513.620989,12.2931,32,6,0,1,1,0,0,0.159090909,44,2,0,186.123,68,0,0,0,0,0,0,4,2,0,0,73,0,0,0,0,75.77,14.66484474,0.98052509,13.95611371,29.08884298,12.70068359,370,404,32,69,74,1,34,6,1,7.2644,157.4123,514.6169,0,41,0,72.94
68740,C5H10N2O7P2,272.089624,0,5,10,2,7,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,272.0899975,-1.5725,18,9,5,5,4,1,0,0.25,16,1,0,63.73,26,0,0,0,0,0,0,2,7,2,0,26,0,0,0,0,172.73,9.093456876,0.974368242,8.332669605,14.0625,4.349112426,126,147,5,26,26,2,18,9,5,-1.1154,51.47,272.089622,0,19,0,172.73
68844,C12H21N3O5S3,383.50724,0,12,21,3,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,383.5169984,8.4626,28,8,2,0,0,0,1,0.291666667,24,2,0,107.8361,44,0,0,0,0,0,0,3,5,0,3,45,0,0,0,4,168.38,10.19515967,1.015332689,9.04120106,19.32638889,7.486111111,235,243,5,44,45,4,29,9,2,3.2776,90.7991,383.50724,0,36,0,163.8
71158,C5H11NO4S,181.21014,0,5,11,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,181.2129983,3.4693,15,5,2,2,1,0,0,0.5,10,0,0,51.9672,22,0,0,0,0,0,0,1,4,0,1,21,0,0,0,2,94.68,8.793404825,0.98369096,7.939194504,11,4.792899408,105,100,0,22,21,3,16,5,2,0.8721,39.6865,181.21014,0,18,0,91.85
71301,C22H25F2NO4,405.4350064,0,22,25,1,4,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,4,2,405.4409901,8.3297,29,4,3,2,0,2,1,0.1875,32,2,0,131.6057,54,2,0,0,0,0,2,1,4,0,0,57,0,0,0,0,75.53,15.17212924,0.971557704,14.61629246,22.203125,10.08,295,334,12,54,57,0,30,5,3,2.7545,103.3413,405.4350064,2,45,0,70.95
71329,C19H27N3O5S2,441.56478,0,19,27,3,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,441.5749949,10.5701,34,7,3,3,0,0,1,0.366666667,30,0,0,145.6925,56,0,0,0,0,0,0,3,5,0,2,57,0,0,0,4,122.77,10.23967399,1.030260367,8.938918663,25.26222222,11.57142857,287,292,12,56,57,4,35,8,2,4.2905,116.0844,441.56478,0,41,0,121.57
71360,C24H27FN2O4,426.4805832,0,24,27,2,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,4,3,426.4879903,10.5553,31,5,1,1,0,0,1,0.235294118,34,2,0,143.3454,58,1,0,0,0,0,1,2,4,0,0,61,0,0,0,0,66,12.56546072,1.029434209,11.20618142,24.1349481,11.42145767,313,332,16,58,61,1,32,6,0,4.7645,119.9785,426.4805832,1,44,0,64.8
71384,C11H16N4O4,268.26914,0,11,16,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,268.272995,2.5576,22,6,4,4,0,0,2,0.15,20,2,0,72.728,35,0,0,0,0,0,0,4,4,0,0,36,0,0,0,0,101.22,9.4187069,1.008596876,8.33842561,15.39,6.635204082,188,200,0,35,36,4,24,8,2,-2.1749,78.6184,268.26914,0,32,0,98.82
71616,C16H14F3N5O,349.3104696,0,16,14,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,349.3159921,3.9408,19,6,1,1,0,1,0,0.185185185,27,2,0,96.3238,39,3,0,0,0,0,3,5,1,0,0,41,0,0,0,0,76.72,10.87025193,0.97810809,10.11354874,19.75308642,8.347140039,204,230,17,39,41,0,19,6,1,2.1769,81.1878,349.3104696,3,24,0,76.72
73303,C15H24N4O6S2,420.50426,0,15,24,4,6,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3,0,419.5049957,7.0946,32,10,4,3,1,1,1,0.24137931,29,3,0,117.151,50,0,0,0,0,0,0,4,6,0,2,52,0,0,0,2,203.15,13.75973278,0.978525926,13.06169465,21.70273484,8.024691358,280,318,0,51,53,5,35,11,5,0.8356,106.1284,420.50426,0,48,0,195.74
74989,C22H19ClO3,366.83746,0,22,19,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,3,366.8439912,8.4536,22,3,1,1,0,1,0,0.068965517,29,0,0,123.4413,45,1,0,0,1,0,0,0,3,0,0,48,0,0,0,0,54.37,11.45314732,0.969029729,10.81919086,19.32223543,8.163265306,247,288,12,45,48,3,22,3,1,5.3485,102.6103,366.83746,0,33,0,54.37
77992,C14H17N3O,243.30428,0,14,17,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,243.3099953,6.3322,19,2,3,1,0,0,1,0.1,20,1,0,90.2838,35,0,0,0,0,0,0,3,1,0,0,37,0,0,0,0,75.49,10.71347152,1.009791248,9.609590386,13.005,5.174791914,189,207,10,35,37,1,20,3,3,2.4347,71.4343,243.30428,0,26,0,70.91
77993,C22H26N2O2S,382.51904,0,22,26,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,382.5289938,10.4779,28,2,2,2,0,0,1,0.2,30,2,0,136.6003,53,0,0,0,0,0,0,2,2,0,1,56,0,0,0,2,62.75,12.14949107,1.010206873,11.02673571,20.28,8.788534343,290,320,16,53,56,2,29,3,1,4.8397,114.3847,382.51904,0,38,0,61.55
82146,C24H28O2,348.47792,0,24,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,347.4779919,10.2772,28,2,0,1,1,0,0,0.107142857,28,0,0,135.968,53,0,0,0,0,0,0,0,2,0,0,55,0,0,0,0,40.13,13.54419077,0.980095598,12.81925478,20.72704082,7.438016529,284,301,12,54,56,2,30,2,1,6.1037,109.3713,348.47792,0,42,0,37.3
82148,C15H17NO2,243.30098,0,15,17,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,243.3059946,6.2738,20,3,1,1,0,0,0,0.263157895,19,0,0,90.7034,35,0,0,0,0,0,0,1,2,0,0,36,0,0,0,0,38.33,9.483936381,1.015570456,8.33853119,14.4099723,6.9632,177,177,11,35,36,1,20,3,1,2.9179,72.8287,243.30098,0,24,0,38.33
82153,C24H31FO6,434.4977432,0,24,31,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,5,0,434.5039896,8.1236,37,6,2,2,0,2,0,0.057142857,35,1,0,143.9076,62,1,0,0,0,0,1,0,6,0,0,66,0,0,0,0,93.06,10.13101809,0.981898729,9.317783079,22.7755102,7.008333333,361,426,0,62,66,4,37,6,2,2.2747,110.4646,434.4977432,1,62,0,93.06
84029,C38H69NO13,747.95336,0,38,69,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,1,6,0,0,2,0,747.9639837,17.505,82,13,5,5,0,4,1,0.148148148,54,3,0,269.6329,121,0,0,0,0,0,0,1,13,0,0,123,0,0,0,0,184.11,15.42159964,0.971039886,14.88153058,46.38271605,18.507766,649,668,0,121,123,2,83,14,4,2.4397,194.0902,747.95336,0,121,0,182.91
92253,C18H28N2O,288.42772,0,18,28,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,288.4349942,9.3839,30,2,2,2,0,0,1,0.272727273,22,1,0,118.1693,49,0,0,0,0,0,0,2,1,0,0,50,0,0,0,0,33.54,10.6187998,1.018705913,9.423812859,17.3553719,8.585017836,258,259,6,49,50,1,31,3,1,3.9074,93.8397,288.42772,0,43,0,32.34
104758,C21H22N4O6S,458.48758,0,21,22,4,6,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,3,3,456.4799924,6.9828,27,10,2,4,2,0,0,0.294117647,34,2,0,136.7353,52,0,0,0,0,0,0,4,6,0,1,54,0,0,0,0,186.59,12.80981572,0.979422624,12.07894611,26.60207612,12.109375,278,299,16,54,56,4,31,10,4,2.3681,119.6685,458.48758,0,36,0,180.93
104865,C27H29N5O6S,551.61406,0,27,29,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,4,4,551.6249906,10.0922,40,11,2,2,0,1,0,0.261904762,42,2,0,175.8072,68,0,0,0,0,0,0,5,6,0,1,71,0,0,0,2,154.03,14.36831434,0.958155332,13.995809,31.92517007,14.45055556,351,366,24,68,71,2,40,11,2,5.3577,144.9105,551.61406,0,45,0,154.03
107807,C19H32N2O5,368.46778,0,19,32,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,367.4659923,9.4913,36,6,1,1,1,0,1,0.37037037,27,1,0,127.9418,57,0,0,0,0,0,0,2,5,0,0,58,0,0,0,0,103.35,12.21052088,0.9825468,11.4274191,22.29080933,10.51862673,312,330,0,58,59,3,39,7,2,2.2694,102.0885,368.46778,0,56,0,95.94
108150,C39H43N3O11S,761.83722,0,39,43,3,11,0,0,1,0,0,0,0,0,0,0,1,2,0,3,0,0,0,2,4,0,0,8,3,761.849985,12.9039,55,12,6,5,0,1,3,0.064516129,62,6,0,238.4179,97,0,0,0,0,0,0,3,11,0,1,105,0,0,0,0,201,25.67852857,0.511966138,49.1566933,39.46045786,14.92211579,553,614,18,97,105,2,58,15,4,3.6178,207.5635,761.83722,0,85,0,194.02
110634,C23H32N6O4S,488.60298,0,23,32,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,3,488.6139927,10.2435,39,8,2,2,0,0,1,0.216216216,37,3,0,160.9485,66,0,0,0,0,0,0,6,4,0,1,69,0,0,0,2,122.48,13.3334002,1.001252882,12.31671592,27.04601899,11.58847737,358,370,16,66,69,3,40,9,1,3.027,138.5257,488.60298,0,50,0,121.28
110635,C22H19N3O4,389.40396,0,22,19,3,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,6,2,389.4109915,6.552,25,6,1,1,0,0,0,0.029411765,34,4,0,120.3288,48,0,0,0,0,0,0,3,4,0,0,53,0,0,0,0,74.87,11.8928979,1.011862905,10.75346763,19.66782007,7.548816568,277,320,16,48,53,2,25,6,1,2.0871,112.6097,389.40396,0,35,0,74.87
115237,C23H27FN4O3,426.4838832,0,23,27,4,3,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,5,3,426.4919909,8.3413,31,6,2,2,0,1,1,0.114285714,35,4,0,142.5747,58,1,0,0,0,0,1,4,3,0,0,62,0,0,0,0,85.59,11.7302249,0.974792724,11.03355811,22.7755102,9.70011534,327,365,16,58,62,1,32,7,1,3.0192,118.8698,426.4838832,1,45,0,84.39
115355,C14H10F3NO5,329.2281096,2,14,10,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,329.2299912,4.3915,14,3,0,0,0,0,0,0.166666667,24,0,0,81.1839,33,3,0,0,0,0,3,1,5,0,0,34,2,0,0,0,94.35,9.144266393,1.057208411,7.649445368,19.32638889,7.486111111,178,203,6,33,34,4,14,3,0,3.2578,72.7815,329.2281096,3,24,0,97.03
119182,C10H11ClFN5O3,303.6774432,0,10,11,5,3,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,3,1,303.6809939,2.7593,18,8,3,2,0,2,0,0.090909091,22,3,0,78.6874,31,2,0,0,1,0,1,5,3,0,0,33,0,0,0,0,119.31,9.33322689,0.967257213,8.649167522,14.91735537,5.652892562,169,196,10,31,33,0,18,8,3,0.2318,66.573,303.6774432,1,23,0,119.31
119607,C16H14N2O3S,314.35896,0,16,14,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,314.3659952,6.7802,18,5,1,0,0,0,0,0.125,24,1,0,97.9448,36,0,0,0,0,0,0,2,3,0,1,38,0,0,0,2,94.57,10.95678658,1.019921332,9.742776168,16.84375,6.857142857,186,204,17,36,38,2,18,5,1,4.7455,83.3354,314.35896,0,19,0,94.57
121396,C6H10N2O5,190.154,0,6,10,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,188.1389961,2.4788,13,7,2,3,2,0,0,0.5,12,0,0,44.8862,21,0,0,0,0,0,0,2,5,0,0,20,0,0,0,0,135.38,6.732791961,0.979597941,5.873015633,13,6.453333333,104,107,0,23,22,3,17,7,4,0.0639,40.5977,190.154,0,19,0,129.72
121892,C16H18FN3O2,303.3314232,0,16,18,3,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,2,303.3369935,7.6498,23,5,3,2,0,0,0,0.304347826,23,0,0,103.8396,40,1,0,0,0,0,1,3,2,0,0,41,0,0,0,0,76.38,13.13751339,1.003349872,12.09365133,18.34026465,9.333333333,198,204,12,40,41,1,23,5,3,4.3156,85.1908,303.3314232,1,28,0,76.38
123606,C17H25N3O2S,335.4643,0,17,25,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,335.4729954,9.1482,28,3,2,2,0,0,1,0.24,25,2,0,119.8903,48,0,0,0,0,0,0,3,2,0,1,50,0,0,0,2,65.99,14.01761605,1.011607389,12.85677507,17.8112,7.486111111,261,274,10,48,50,2,29,4,1,3.2163,98.4367,335.4643,0,38,0,64.79
123619,C18H15ClN2O2S,358.8419,0,18,15,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,358.8499941,7.6503,19,4,0,0,0,0,0,0.115384615,26,2,0,111.829,39,1,0,0,1,0,0,2,2,0,1,41,0,0,0,2,68.3,11.5454434,1.082563948,9.664906612,18.78106509,7.709141274,203,219,18,39,41,2,19,4,0,5.2567,95.974,358.8419,0,21,0,68.3
123631,C22H24ClFN4O3,446.9023632,0,22,24,4,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,4,2,446.9099903,10.3285,30,5,2,2,0,0,1,0.235294118,34,2,0,141.7593,55,2,0,0,1,0,1,4,3,0,0,58,0,0,0,0,69.94,13.08301181,1.01509228,11.88849503,24.1349481,11.92344045,294,309,17,55,58,0,31,6,1,4.2865,121.6577,446.9023632,1,41,0,68.74
124087,C19H19ClN2,310.82056,0,19,19,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,310.8279933,8.2867,20,1,1,0,0,0,1,0,25,2,0,110.2903,41,1,0,0,1,0,0,2,0,0,0,44,0,0,0,0,29.5,10.04038934,1.020132933,8.842236258,15.5232,6.857142857,227,252,12,41,44,1,21,2,1,4.3477,95.4737,310.82056,0,31,0,24.92
125017,C16H25NO2,263.3752,0,16,25,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,1,263.3809944,6.5999,27,2,3,3,0,1,1,0.2,20,0,0,107.0345,44,0,0,0,0,0,0,1,2,0,0,45,0,0,0,0,44.9,10.30357193,0.964889367,9.678500857,15.39,6.635204082,231,244,6,44,45,0,28,3,2,2.7326,78.6758,263.3752,0,39,0,43.7
126941,C20H22N8O5,454.43928,0,20,22,8,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,3,2,452.4309916,6.5797,31,13,3,3,2,0,0,0.285714286,35,2,0,135.1825,53,0,0,0,0,0,0,8,5,0,0,55,0,0,0,0,216.2,16.35558979,0.975548596,15.76553055,27.58530612,12.80799667,278,299,17,55,57,3,35,13,5,1.8217,118.3986,454.43928,0,37,0,210.54
129211,C20H28N2O5S,408.51172,0,20,28,2,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,2,408.5199933,10.7314,34,6,2,0,0,0,1,0.379310345,29,0,0,138.8069,56,0,0,0,0,0,0,2,5,0,1,57,0,0,0,2,112.84,12.15767439,1.016348883,10.9621073,24.27110583,12,284,282,12,56,57,2,35,7,2,4.5129,108.2361,408.51172,0,43,0,108.26
129228,C10H8F2N4O,238.1935264,0,10,8,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,238.1969948,2.8366,12,5,1,0,0,0,0,0.166666667,18,1,0,62.0493,25,2,0,0,0,0,2,4,1,0,0,26,0,0,0,0,73.8,11.21654128,1.008393514,10.12317873,13.43209877,5.76,126,139,11,25,26,1,12,5,1,1.4038,53.7819,238.1935264,2,14,0,73.8
132971,C24H31NO,349.50904,0,24,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,349.5179924,10.5215,33,2,1,1,0,1,0,0.033333333,30,1,0,140.8638,57,0,0,0,0,0,0,1,1,0,0,61,0,0,0,0,33.12,10.2014837,0.99222296,9.281442886,18.05555556,6.518786781,329,383,6,57,61,2,33,2,1,5.3986,107.7588,349.50904,0,53,0,33.12
134018,C16H16N2O3S,316.37484,0,16,16,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,315.3739952,6.77098,19,6,0,1,1,0,0,0.217391304,23,1,0,99.016,37,0,0,0,0,0,0,2,3,0,1,38,0,0,0,0,114.28,13.93553457,0.977628415,13.25442874,18.34026465,8.203125,192,196,11,38,39,1,21,6,1,3.72318,85.1033,316.37484,0,26,1,111.45
134780,C13H11N3O4,273.24414,0,13,11,3,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,273.2479943,2.7058,18,7,2,1,0,0,0,0.045454545,22,2,0,74.4306,31,0,0,0,0,0,0,3,4,0,0,33,0,0,0,0,109.57,10.806492,1.008062718,9.720059187,14.91735537,5.652892562,169,197,6,31,33,4,18,7,2,0.5179,75.3561,273.24414,0,23,0,109.57
145068,NO,30.0061,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00599957,0.3316,2,2,1,1,0,0,0,0,1,0,0,6.0867,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,40.92,1.215999961,1.215999961,0,2,0,2,1,0,2,1,1,2,2,0,-0.4471,5.501,30.0061,0,0,0,17.07
146570,C20H21FN2O,324.3919432,0,20,21,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,2,324.3989927,8.05868,23,2,1,1,0,0,1,0.192307692,26,1,0,114.7737,45,1,0,0,0,0,1,2,1,0,0,47,0,0,0,0,37.46,12.00159594,1.057814598,10.34565166,18.78106509,8.131482834,239,255,12,45,47,0,24,3,0,3.81298,91.319,324.3919432,1,34,1,36.26
148121,C23H23N7O5,477.47262,0,23,23,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,3,2,475.4649907,7.1638,31,12,3,3,2,0,0,0.297297297,37,2,0,144.3885,56,0,0,0,0,0,0,7,5,0,0,58,0,0,0,0,212.96,11.04128785,0.978340756,10.28572819,29.55441928,14.23529412,293,322,17,58,60,3,35,12,5,2.5349,126.5476,477.47262,0,39,1,207.3
148192,C38H52N6O7,704.85548,0,38,52,6,7,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,3,3,704.8689857,16.0368,65,13,5,5,0,1,0,0.41509434,53,1,0,248.6834,103,0,0,0,0,0,0,6,7,0,0,105,0,0,0,0,171.22,14.57289445,0.973112633,13.9755475,45.38981844,21.92293645,526,542,18,103,105,4,65,13,5,5.7752,193.7586,704.85548,0,83,0,171.22
148211,C19H24N2O,296.40666,0,19,24,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,296.4139938,8.4369,26,2,1,1,0,0,1,0.038461538,26,3,0,109.0586,46,0,0,0,0,0,0,2,1,0,0,50,0,0,0,0,24.75,11.23807978,1.085198284,9.355784691,14.35207101,5.522682446,274,319,6,46,50,1,27,3,0,2.5323,94.9975,296.40666,0,43,0,23.55
149096,C18H20FN3O4,361.3675032,0,18,20,3,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,4,1,360.364992,6.8579,23,6,1,2,1,0,1,0.068965517,29,3,0,108.6661,45,1,0,0,0,0,1,3,4,0,0,48,0,0,0,0,79.04,13.61634439,0.97501488,12.9652683,19.32223543,7.438016529,256,282,11,46,49,2,26,7,1,1.5469,101.8323,361.3675032,1,36,0,75.01
149436,C20H23N7O7,473.43932,0,20,23,7,7,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,2,0,0,0,0,3,2,471.4299909,6.6969,32,13,5,6,2,0,0,0.305555556,36,2,0,131.9983,55,0,0,0,0,0,0,7,7,0,0,57,0,0,0,0,225.5,14.091263,0.981254834,13.36045205,28.56944444,13.5168,293,328,12,57,59,5,36,13,7,1.1529,126.5213,473.43932,0,42,0,219.84
150311,C24H21F2NO3,409.4252464,0,24,21,1,3,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,3,409.4319898,7.1719,25,4,2,2,0,1,0,0.181818182,33,1,0,129.711,51,2,0,0,0,0,2,1,3,0,0,54,0,0,0,0,60.77,13.55589811,0.973553718,12.92413984,23.16804408,10.29244002,271,315,18,51,54,1,25,4,2,4.9533,112.9728,409.4252464,2,35,0,60.77
